,School Name,Coordinates,Address,School Type,latitude,longitude
543,Prince Bader's Mother Mosque,"'24.77857', '46.724189'","Touraif, Al Izdihar, Riyadh 12486",Mosque,24.77857,46.724189
544,Tariq bin Ziyad Mosque,"'24.7706465', '46.6857276'","QMCP+7C2, Dhuayb Ibn Shuraih, Almasiaf, Riyadh 12468",Mosque,24.7706465,46.6857276
545,Imam Ahmad Bin Hanbal Masjid,"'24.7672942', '46.6886343'","7552 العباس بن الاحنف, Almasiaf, Riyadh 12466",Mosque,24.7672942,46.6886343
546,Al Qhadi Grand Mosque,"'24.7729531', '46.6905578'","QMFR+58Q, Al Harith Ibn Umairah, At Taawun, Riyadh 12477",Mosque,24.7729531,46.6905578
547,Prince Sultan Mosque,"'24.7638874', '46.695141'","QM7W+H54, Al Hussain Ibn Sadaqah, At Taawun, Riyadh 12475",Mosque,24.7638874,46.695141
548,Zubair bin Awam Mosque,"'24.7684699', '46.6932303'","QM9V+9CJ, Al Muhsin At Tanukhi, At Taawun, Riyadh 12475",Mosque,24.7684699,46.6932303
549,Masjid Omar Bin Alkhattab,"'24.7724637', '46.7081323'","4246 الفاتح، التعاون الرياض 12476 7303 Al Fatih, 7303, At Taawun, Riyadh 12476",Mosque,24.7724637,46.7081323
550,Abrrar Mosque,"'24.7726369', '46.7189285'","QPF9+3M5 حي, Al Izdihar, Riyadh 12485",Mosque,24.7726369,46.7189285
551,AlNoor Grand Mosque,"'24.7746844', '46.7157169'","3133 Mouslama Al Ansari, Al Izdihar, Riyadh 12485",Mosque,24.7746844,46.7157169
552,جامع الدكتور مانع الجهني,"'24.7830539', '46.7096887'","QPM5+6XH, Al Hamami, Al Izdihar, Riyadh 12487",Mosque,24.7830539,46.7096887
553,مسجد البراء بن مالك,"'24.783769', '46.7123153'","2815 Qabis, Al Izdihar, Riyadh 12487",Mosque,24.783769,46.7123153
554,جامع الدكتور مانع الجهني,"'24.7830539', '46.7096887'","QPM5+6XH, Al Hamami, Al Izdihar, Riyadh 12487",Mosque,24.7830539,46.7096887
555,مسجد البراء بن مالك,"'24.783769', '46.7123153'","2815 Qabis, Al Izdihar, Riyadh 12487",Mosque,24.783769,46.7123153
556,مسجد الشثري Mosque,"'24.7836026', '46.715673'","7669 Abi Aal Ghanaim, Al Izdihar, Riyadh 12488",Mosque,24.7836026,46.715673
557,Neighborhood Mosque,"'24.7675891', '46.7206485'","QP9C+29P, As Sahah, Al Mughrizat, Riyadh 12483",Mosque,24.7675891,46.7206485
558,مسجد حي النزهة,"'24.7584587', '46.7035586'","Hail, An Nuzhah, Riyadh 12473",Mosque,24.7584587,46.7035586
559,Al-Otaibi Mosque,"'24.7649294', '46.7096075'","QP75+XXC, Al Misfarah, An Nuzhah, Riyadh 12474",Mosque,24.7649294,46.7096075
560,Alsahabah mosque,"'24.7592869', '46.7143949'","QP57+PV8, Abi Ar Rida Al Baghdadi, An Nuzhah, Riyadh 12474",Mosque,24.7592869,46.7143949
561,Al Farouq Grand Masjid,"'24.7537', '46.714923'","QP38+F3H, Saad Ibn Baishan, An Nuzhah, Riyadh 12472",Mosque,24.7537,46.714923
562,Al Farouq Grand Masjid,"'24.7537', '46.714923'","QP38+F3H, Saad Ibn Baishan, An Nuzhah, Riyadh 12472",Mosque,24.7537,46.714923
563,Al-Farouk Mosque,"'24.7537', '46.714923'","3805, An Nuzhah, Riyadh 12472",Mosque,24.7537,46.714923
564,جامع الأمير فيصل بن محمد بن تركي آل سعود,"'24.754754', '46.7207128'","QP3C+WC2, Faraj Ibn Qasim, Al Mughrizat, Riyadh 12481",Mosque,24.754754,46.7207128
565,Fatima Zahra Masjid,"'24.7423005', '46.6870156'","PMRP+WWG, Abi Dajanah, Al Mursilat, Riyadh 12461",Mosque,24.7423005,46.6870156
566,Fatima Zahra Masjid,"'24.7423005', '46.6870156'","PMRP+WWG, Abi Dajanah, Al Mursilat, Riyadh 12461",Mosque,24.7423005,46.6870156
567,مسجد الشيخ عثمان بن بشر - العلامة و المؤرخ,"'24.7399338', '46.6858428'","Ibn Shuraim, Al Mursalat, Riyadh 12461",Mosque,24.7399338,46.6858428
568,مسجد المحمدية,"'24.7374473', '46.6435748'","PJPV+XGH، شارع جمال الدين الشاهد، حي المحمدية،, Riyadh 12364",Mosque,24.7374473,46.6435748
569,مسجد اليابس,"'24.7405837', '46.6894299'","PMRQ+6VQ, Abi Al Qasim Al Banna, Al Mursalat, Riyadh 12461",Mosque,24.7405837,46.6894299
570,مسجد حي الملك فهد,"'24.7393818', '46.6791997'","7140 محمد حامد الفقي، الملك فهد، الرياض 12272 4115،, Riyadh 12272",Mosque,24.7393818,46.6791997
571,جامع الإمام المجدد الشيخ محمد بن عبدالوهاب رحمه الله,"'24.7369944', '46.6782464'","PMPH+QCV, شارع سعدون العواجي، حي, King Fahd, Riyadh 12272",Mosque,24.7369944,46.6782464
572,جامع زيد بن حارثة,"'24.742408', '46.66488'","جامع زيد بن حارثة, King Fahd, Riyadh 12273",Mosque,24.742408,46.66488
573,جامع الحمدان,"'24.7475806', '46.6727147'","جامع الحمدان، شارعه الأمير سعود بن سعود، حي الملك فهد, King Fahd, Riyadh 12274",Mosque,24.7475806,46.6727147
574,جامع الحمدان,"'24.7475806', '46.6727147'","جامع الحمدان، شارعه الأمير سعود بن سعود، حي الملك فهد, King Fahd, Riyadh 12274",Mosque,24.7475806,46.6727147
575,مسجد الإمام أحمد بن حنبل,"'24.751083', '46.6727463'","3462 Salit At Tamimi, King Fahd, Riyadh 12274 8443 Saleet Al Tamimi, 8443, King Fahd, Riyadh 12274",Mosque,24.751083,46.6727463
576,مسجد أبي أيوب الأنصاري,"'24.748702', '46.6813106'","PMXJ+FJQ, Al Hayaniyah, Al Mursalat, Riyadh 12463",Mosque,24.748702,46.6813106
577,King Abdullah Bin Abdul Aziz Mosque,"'24.7061836', '46.6554799'","6218 Al Urubah Rd, حي الرحمانية، 2898، Riyadh 12342",Mosque,24.7061836,46.6554799
578,King Abdullah Bin Abdul Aziz Mosque,"'24.7061835', '46.6554799'","6218 Al Urubah Rd, حي الرحمانية، 2898، Riyadh 12342",Mosque,24.7061835,46.6554799
579,مسجد سليمان آل الشيخ,"'24.7215298', '46.6771923'","PMCG+JX9، شارع ابي الفضل، حي الورود, Al Wurud, Riyadh 12251",Mosque,24.7215298,46.6771923
580,Ali Bin Abi Talib Mosque,"'24.7194141', '46.6764776'","6660 Jaw Al Wurud Riyadh 12251 2971 Jaw, 2971, Al Wurud, Riyadh 12251",Mosque,24.7194141,46.6764776
581,King Khalid Grand Mosque,"'24.7009662', '46.6522357'","PM23+92M، شارع أم الحمام، أم الحمام الغربي،, Riyadh 11564",Mosque,24.7009662,46.6522357
582,King Abdullah Bin Abdul Aziz Mosque,"'24.7061836', '46.6554799'","6218 Al Urubah Rd, حي الرحمانية، 2898، Riyadh 12342",Mosque,24.7061836,46.6554799
583,Mosque مسجد,"'24.7113149', '46.6358696'","3308 Ibn Al Naboulsi, Al Raed, حي, 7907, Riyadh 12355",Mosque,24.7113149,46.6358696
584,مسجد الزيد,"'24.7029294', '46.6468693'","PJ3W+5VF, Al Raed, Riyadh 12351",Mosque,24.7029294,46.6468693
585,King Khalid Grand Mosque,"'24.7009662', '46.6522357'","PM23+92M، شارع أم الحمام، أم الحمام الغربي،, Riyadh 11564",Mosque,24.7009662,46.6522357
586,King Khalid Grand Mosque,"'24.7009662', '46.6522357'","PM23+92M، شارع أم الحمام، أم الحمام الغربي،, Riyadh 11564",Mosque,24.7009662,46.6522357
587,Prince Mishal bin Abdulaziz Mosque,"'24.715704', '46.6048461'","PJ84+73J, Abdullah Ibn Saad, Al Khuzama, Riyadh 12582",Mosque,24.715704,46.6048461
588,King Abdullah Bin Abdul Aziz Mosque,"'24.7061836', '46.6554799'","6218 Al Urubah Rd, حي الرحمانية، 2898، Riyadh 12342",Mosque,24.7061836,46.6554799
589,Sheikh Mohammed bin Abdul Wahab Mosque,"'24.710279', '46.6140994'","PJ67+4Q6, Al Hawiyah, Al Khuzama, Riyadh 12581",Mosque,24.710279,46.6140994
590,Al Wahhah Mosque,"'24.7394601', '46.7078765'","PPQ5+Q7M, Ibn Aabdulshakur, King Salman Neighborhood, Riyadh 12444",Mosque,24.7394601,46.7078765
591,مسجد عثمان بن محمد العمر,"'24.7467621', '46.7160449'","3332 Shaddad Al Ansari, Al Wahah Riyadh 12445 8922 Shaddad Al Ansari, الواحة، Riyadh 12445",Mosque,24.7467621,46.7160449
592,Fahad Al Owaidah Grand Mosque,"'24.7508921', '46.720676'","King Abdullah Branch Rd, الواحة، Riyadh 12445",Mosque,24.7508921,46.720676
593,Othman Bin Affan Mosque,"'24.7448314', '46.7182126'","Aslam Ibn Umairah, King Salman Neighborhood, Riyadh 12445",Mosque,24.7448314,46.7182126
594,Othman Bin Affan Mosque,"'24.7448314', '46.7182126'","Aslam Ibn Umairah, King Salman Neighborhood, Riyadh 12445",Mosque,24.7448314,46.7182126
595,Salahuddin Mosque,"'24.7429936', '46.7060887'","PPV4+5HR, Nafi Al Ansari, King Salman Neighborhood, Riyadh 12444",Mosque,24.7429936,46.7060887
596,Khalid Bin Al-Waleed Mosque,"'24.7460773', '46.7253883'","PPWG+C7M, Uthman Ibn Affan Rd, King Abdullah Dt., Riyadh 12451",Mosque,24.7460773,46.7253883
597,Salah Al Deen Al Ayoubi Mosque,"'24.7621789', '46.7175633'","QP69+V4H, Yunis Ibn Al Khatib, Al Mughrizat, Riyadh 12483",Mosque,24.7621789,46.7175633
598,Salah Al Deen Al Ayoubi Mosque,"'24.7621789', '46.7175633'","QP69+V4H, Yunis Ibn Al Khatib, Al Mughrizat, Riyadh 12483",Mosque,24.7621789,46.7175633
599,جامع الشيخ محمد بن إبراهيم آل الشيخ,"'24.7611194', '46.7186308'","QP69+CHV, Abi Sufyan Ibn Harb, Al Mughrizat, Riyadh 12483",Mosque,24.7611194,46.7186308
600,Masjed Alhamdan,"'24.7588141', '46.7186546'","2649 Sahban Waili, 6769, Al Mughrizat, 6769, Riyadh 12481",Mosque,24.7588141,46.7186546
601,Neighborhood Mosque,"'24.7675891', '46.7206485'","QP9C+29P, As Sahah, Al Mughrizat, Riyadh 12483",Mosque,24.7675891,46.7206485
602,Ahmad Jawad Alamdar Grand Masjid,"'24.7062378', '46.7039849'","PP43+FPV, As Sulimaniyah, Riyadh 12243",Mosque,24.7062378,46.7039849
603,Masjid aleuz bin eabd alsalam,"'24.6982069', '46.7135227'","3491 Prince Musaad Bin Abdulaziz St، 7651, Riyadh 12233",Mosque,24.6982069,46.7135227
604,مسجد Mosque,"'24.6986714', '46.6959534'","8045 Bakr Ibn An Nutah, As Sulimaniyah, Riyadh 12223",Mosque,24.6986714,46.6959534
605,Neighborhood Mosque,"'24.7675891', '46.7206485'","QP9C+29P, As Sahah, Al Mughrizat, Riyadh 12483",Mosque,24.7675891,46.7206485
606,King Abdulaziz Mosque,"'24.6880978', '46.6882006'","MMQQ+69Q, Olaya St, Al Olaya, Riyadh 12221",Mosque,24.6880978,46.6882006
607,AlRawi Grand Mosque,"'24.6968952', '46.6862943'","Al Karimi, Al Olaya, Riyadh 12222",Mosque,24.6968952,46.6862943
608,King Khalid Mosque,"'24.6910539', '46.6889951'","Prince Sultan Bin Abdulaziz Rd, Al Olaya, Riyadh 12222",Mosque,24.6910539,46.6889951
609,Almaydani Mosque,"'24.7001385', '46.6795125'","PM2H+3W3, Al Olaya, Riyadh 12213",Mosque,24.7001385,46.6795125
610,Prince Mohammed Bin Abdulaziz Mosque,"'24.6928244', '46.6663852'","MMV8+4MF, Ashiqar, Al Mathar Ash Shamali, Riyadh 12332",Mosque,24.6928244,46.6663852
611,Almaydani Mosque,"'24.7001385', '46.6795125'","PM2H+3W3, Al Olaya, Riyadh 12213",Mosque,24.7001385,46.6795125
612,Princess Hassa Bint Ahmad Sudairi Grand Mosque,"'24.6857631', '46.6695209'","MMP9+8W4, Prince Saad Ibn Saud ibn Faisal, Al Mathar Ash Shamali, Riyadh 12314",Mosque,24.6857631,46.6695209
613,مسجد عبدالعزيز آل الشيخ,"'24.6958334', '46.6629793'","2999 Musa Ibn Nusair St, 6873, Al Mathar Ash Shamali, 2907, Riyadh 12332",Mosque,24.6958334,46.6629793
614,مسجد قصر عائلة الامير محمد بن عبدالعزيز ال سعود,"'24.6938453', '46.6587314'","MMV5+GJJ, Umm Al Hamam Al Sharqi, Riyadh 12325",Mosque,24.6938453,46.6587314
615,مسجد عبدالعزيز آل الشيخ,"'24.6958334', '46.6629793'","2999 Musa Ibn Nusair St, 6873, Al Mathar Ash Shamali, 2907, Riyadh 12332",Mosque,24.6958334,46.6629793
616,Prince Mohammed Bin Abdulaziz Mosque,"'24.6928244', '46.6663852'","MMV8+4MF, Ashiqar, Al Mathar Ash Shamali, Riyadh 12332",Mosque,24.6928244,46.6663852
617,King Khalid Grand Mosque,"'24.7009662', '46.6522357'","PM23+92M، شارع أم الحمام، أم الحمام الغربي،, Riyadh 11564",Mosque,24.7009662,46.6522357
618,King Khalid Grand Mosque,"'24.7009662', '46.6522357'","PM23+92M، شارع أم الحمام، أم الحمام الغربي،, Riyadh 11564",Mosque,24.7009662,46.6522357
619,Prince Mohammed Bin Abdulaziz Mosque,"'24.6928244', '46.6663852'","MMV8+4MF, Ashiqar, Al Mathar Ash Shamali, Riyadh 12332",Mosque,24.6928244,46.6663852
620,جامع تركي بن عبدالرحمن بن عبدالله,"'24.6967656', '46.6596777'","MMW5+PX5, Al Mathar Ash Shamali, Riyadh 12334",Mosque,24.6967656,46.6596777
621,King Abdullah Bin Abdul Aziz Mosque,"'24.7061836', '46.6554799'","6218 Al Urubah Rd, حي الرحمانية، 2898، Riyadh 12342",Mosque,24.7061836,46.6554799
622,King Khalid Grand Mosque,"'24.7009662', '46.6522357'","PM23+92M، شارع أم الحمام، أم الحمام الغربي،, Riyadh 11564",Mosque,24.7009662,46.6522357
623,Prince Majid bin Abdulaziz’s Mother’s Grand Mosque,"'24.5732067', '46.7514392'","HQF2+7MQ، Al Hair Road, Al Aziziyah, Al Aziziyah, Riyadh 14515",Mosque,24.5732067,46.7514392
624,Abu Bakr Siddiq Al-Azizia district collector,"'24.5974008', '46.765422'","2870 البرقة، العزيزية الرياض 14511 7117 Al Bariqa, 7117, Al Aziziyah, Riyadh 14511",Mosque,24.5974008,46.765422
625,Al-Bawardi Grand Mosque,"'24.5831129', '46.773712'","Soufian Ibn Aouf, Al Aziziyah, Riyadh 11564",Mosque,24.5831129,46.773712
626,Al-Bawardi Grand Mosque,"'24.5831129', '46.773712'","Soufian Ibn Aouf, Al Aziziyah, Riyadh 11564",Mosque,24.5831129,46.773712
627,جامع البواردي حي العزيزية الرياض المملكة العربية السعودية,"'24.5831129', '46.773712'","HQMF+7MC, Al Said, Al Aziziyah, Riyadh 14514",Mosque,24.5831129,46.773712
628,جامع الأخوين,"'24.5864951', '46.7744156'","8788 Muti Ibn Amir, Al Aziziyah, Riyadh 14514 4845 Moutih Ibn Amer, 4845, Al Aziziyah, Riyadh 14514",Mosque,24.5864951,46.7744156
629,مسجد الامام البخاري,"'24.5838168', '46.7701889'","4433 Ath Thaniy, Al Aziziyah, Riyadh 14514 8463 Ath Thaniy, 8463, Al Aziziyah, Riyadh 14514",Mosque,24.5838168,46.7701889
630,مسجد حي بدر الجنوبي,"'24.5375035', '46.7025651'","3376 ADH Dhaymaran, 7089, Badr, Riyadh 14724",Mosque,24.5375035,46.7025651
631,مسجد حي بدر ( الثاني ),"'24.546477', '46.7098152'","4162 Al Imam Malik Rd, Badr, Riyadh 14724",Mosque,24.546477,46.7098152
632,Badr Neighborhood Mosque,"'24.6667396', '46.8739968'",7354، خشم العان، الرياض 14285 3856،,Mosque,24.6667396,46.8739968
633,Swedish mosque,"'24.5953778', '46.6826436'","HMWM+554, Ibn Yaqub, As Suwaidi, Riyadh 12792",Mosque,24.5953778,46.6826436
634,Hussaini Mosque,"'24.5913048', '46.6858247'","HMRP+GCH, Lisan Al Dine Al Khatib, Ad Duraihimiyah, Riyadh 12792",Mosque,24.5913048,46.6858247
635,مسجد عبدالرحمن عثمان الدهش,"'24.5937572', '46.6804335'","HMVJ+G75, As Suwaidi, Riyadh 12793",Mosque,24.5937572,46.6804335
636,مسجد جامع أسامة بن زيد,"'24.5945389', '46.6848082'","HMVP+R29, Abi Al Hasan Al Hamadhani, As Suwaidi, Riyadh 12792",Mosque,24.5945389,46.6848082
637,King Abdulaziz Al-Saud Masjed,"'24.5879837', '46.6771155'","HMQG+5XV, Ibn Zahr, As Suwaidi, Riyadh 12793",Mosque,24.5879837,46.6771155
638,Hussaini Mosque,"'24.5913048', '46.6858247'","HMRP+GCH, Lisan Al Dine Al Khatib, Ad Duraihimiyah, Riyadh 12792",Mosque,24.5913048,46.6858247
639,Masjed Al Eieed,"'24.5861163', '46.6777191'","HMPH+C6R, Ibn Abdan, Shubra, Riyadh 12793",Mosque,24.5861163,46.6777191
640,King Abdulaziz Al-Saud Masjed,"'24.5879837', '46.6771155'","HMQG+5XV, Ibn Zahr, As Suwaidi, Riyadh 12793",Mosque,24.5879837,46.6771155
641,مسجد لطيفه بن حسن ال قعود,"'24.5883522', '46.6901668'","HMQR+85W, Ad Duraihimiyah, Riyadh 12797",Mosque,24.5883522,46.6901668
642,مسجد فى حى المناخ,"'24.6026441', '46.8369658'","الطريق الدائري الشرقي، 7230،، حي المناخ،، RNCB4011، 4011, Riyadh 14316،",Mosque,24.6026441,46.8369658
643,masjid khy almanakh,"'24.5999291', '46.8035652'","3786, 7367, Al-Manakh, Riyadh 14313",Mosque,24.5999291,46.8035652
644,مسجد السهول حي المناخ,"'24.598659', '46.8009944'","3534 7225, Riyadh 14313",Mosque,24.598659,46.8009944
645,Um Hatem Mosque,"'24.6223203', '46.7941166'","7817, Al-Manakh, Riyadh 14312",Mosque,24.6223203,46.7941166
646,جامع عائشة بنت أبي بكر الصديق رضي الله عنهم,"'24.45192', '46.7425424'","FP2V+Q48, Uraidh, Riyadh 14753",Mosque,24.45192,46.7425424
647,جامع قديم,"'24.3901901', '46.7634981'","9QR7+3GF, Uraidh, Riyadh 14791",Mosque,24.3901901,46.7634981
648,مسجد قباء,"'24.5572604', '46.7930132'",4192، 6930 وادي نعام الدار البيضاء الرياض 14518 4192,Mosque,24.5572604,46.7930132
649,مسجد,"'24.4883227', '46.7748124'",3893، عريض، الرياض 14751 6802، 14751,Mosque,24.4883227,46.7748124
650,مسجد مصعب بن عمير,"'24.5748206', '46.8312078'",7652 رقم 6، الاسكان الرياض 14317,Mosque,24.5748206,46.8312078
651,جامع الزبير بن العوام رضي الله عنه اسكان طريق الخرج,"'24.5771449', '46.8452135'","6347 رقم 53, Al Iskan, 3086, Riyadh 14318",Mosque,24.5771449,46.8452135
652,مسجد شارع 8,"'24.5773763', '46.8308816'","2445 رقم 8، 7912, Al Iskan, Riyadh 14317",Mosque,24.5773763,46.8308816
653,Alnmer Mosque,"'24.5647632', '46.8514825'","HV72+WP2, Al Iskan, Riyadh 14317",Mosque,24.5647632,46.8514825
654,جامع عبدالله محمد ال صياح السبيعي,"'24.4099279', '46.8450964'","CR5W+X5C, Al Haeer, Riyadh 14581",Mosque,24.4099279,46.8450964
655,مسجد البنداري,"'24.4047143', '46.8473112'","CR3X+V2Q, Al Hair, Riyadh 14581",Mosque,24.4047143,46.8473112
656,مسجد الهدية,"'24.567835', '46.7534379'","6810 Al Haeer Rd, Al-Masani', Riyadh 14714",Mosque,24.567835,46.7534379
657,مصلى منتزه الحائر العام,"'24.4214365', '46.8339085'","5653 Al Haeer Rd، حي الحائر، RMHB7026، 7026, Riyadh 14765",Mosque,24.4214365,46.8339085
658,مسجدالرفاع,"'24.537952', '46.6685027'","3018, Al Marwah, Riyadh 14722",Mosque,24.537952,46.6685027
659,مسجد المروة,"'24.5528053', '46.6753613'","HM3G+47F, Al Marwah, Riyadh 14721",Mosque,24.5528053,46.6753613
660,المسجد,"'24.5501799', '46.678398'","HM2H+3FG, Al Marwah, Riyadh 12421",Mosque,24.5501799,46.678398
661,Sarah Fawaz Mosque,"'24.5458057', '46.6721508'","GMWC+8XG, Al Diwan, Al Marwah, Riyadh 14722",Mosque,24.5458057,46.6721508
662,"Ihsan Mosque district of Riyadh, Okaz","'24.5187641', '46.6721857'","GM9C+GX5, Uqadh, Riyadh 14726",Mosque,24.5187641,46.6721857
663,Sarah Fawaz Mosque,"'24.5458057', '46.6721508'","GMWC+8XG, Al Diwan, Al Marwah, Riyadh 14722",Mosque,24.5458057,46.6721508
664,جامع التقوى,"'24.5156648', '46.662341'","GM87+736, Uqadh, Riyadh 14723",Mosque,24.5156648,46.662341
665,Masjid Sheikh Al-Islam ibn Taymiyyah,"'24.5311153', '46.6634772'","7987 Ghabah, Uqadh, Riyadh 14723",Mosque,24.5311153,46.6634772
666,Prince Sultan Mosque complete authority,"'24.6004062', '46.6922179'","6388 Zalul, Sultanah, Riyadh 12777",Mosque,24.6004062,46.6922179
667,Masjid Sheikh Al-Islam ibn Taymiyyah,"'24.5311153', '46.6634772'","7987 Ghabah, Uqadh, Riyadh 14723",Mosque,24.5311153,46.6634772
668,مسجد جامع سلطانة القديم,"'24.6071594', '46.6868091'","JM4P+VR9, 3720, Sultanah, Riyadh 3720",Mosque,24.6071594,46.6868091
669,Al-Massad Mosque,"'24.5996905', '46.6836517'","HMXM+VHG, Al Abd Al Qader, Sultanah, Riyadh 12776",Mosque,24.5996905,46.6836517
670,جامع المدينة الصناعية مدن,"'24.5522857', '46.8892542'","HV2Q+WR7, New Industrial Area, Riyadh 14334",Mosque,24.5522857,46.8892542
671,Masjed Almadinah,"'24.6150246', '46.6851498'",6226، 3046، البديعة، الرياض 12748,Mosque,24.6150246,46.6851498
672,جامع العييد,"'24.5531591', '46.8678046'","HV39+769, New Industrial Area, Riyadh 14331",Mosque,24.5531591,46.8678046
673,مسجد,"'24.5699782', '46.880777'","HV9J+XCW, New Industrial Area, Riyadh 14332",Mosque,24.5699782,46.880777
674,مسجد أسواق عتيقة,"'24.601786', '46.7064851'","7837 Saad Ibn Suwaid, Utaiqah, Riyadh 12671",Mosque,24.601786,46.7064851
675,مسجد,"'24.598376', '46.7046622'","HPX3+9X4, Utaiqah, Riyadh 12671",Mosque,24.598376,46.7046622
676,مسجد الخريجي الجنوبي,"'24.5918343', '46.7108676'","HPR6+PFM, Yaqub Mansur, Utaiqah, Riyadh 12673",Mosque,24.5918343,46.7108676
677,مسجد عتيقة,"'24.6039751', '46.7098362'","2695, 8087, Utaiqah, Riyadh 12671",Mosque,24.6039751,46.7098362
